channel_name,video_title,release_date_1,release_date_2,video_link,video_duration (min),voice
Akhdar,كتاب: الكاريزما وأسرار الجاذبية 🤵‍♂️ #أخضر,9,day,https://www.youtube.com/watch?v=A_1tKTOrWgk,12,voice 1
Akhdar,مـــــياو ميــــــــــــــاو 🐱 ، كتاب:  فكر وتصرف كأنك قط  #أخضر,2,week,https://www.youtube.com/watch?v=4QHrfBhaRUg,13,voice 1
Akhdar,ليه بنتصرف بغباء ؟ 🤔 ، كتاب علم نفس الغباء #أخضر,3,week,https://www.youtube.com/watch?v=UNS9N4JPwNk,16,voice 1
Akhdar,إدمان الدوبامين 💉-  كتاب : صيام الدوبامين: وصفة التحكم في المادة السحرية  #أخضر,4,week,https://www.youtube.com/watch?v=3hNMH1McVAw,14,voice 1
Akhdar,نادي الخوازيق السري  ، كتاب: خازوقولوجي - علم دراسة الخازوق #أخضر,1,month,https://www.youtube.com/watch?v=Gby-P4h_7QM,13,voice 1
Akhdar,كتالوج الشفاء الذاتي 💊 - كتاب لماذا لا تذهب الخراف إلى الطبيب؟ #أخضر,1,month,https://www.youtube.com/watch?v=Qsmjltsb0dY,11,voice 1
Akhdar,اضطراب ما بعد الصدمة 😵 ، كتاب: ماذا حدث لك؟ #أخضر,1,month,https://www.youtube.com/watch?v=vlQkDdxxQ-4,13,voice 1
Akhdar,كلاكيت عاااااشر مرة 🎬، كتاب: سيكولوجيه الرحيل #أخضر,1,month,https://www.youtube.com/watch?v=sZe73A0a9Rk,13,voice 1
Akhdar,عن متلازمة تيك توك🦁 🐋 🧤 #أخضر,2,month,https://www.youtube.com/watch?v=lxx0k99PdK8,13,voice 1
Akhdar,توقف عن التوقع ، كتاب: البجعة السوداء🦩: تداعيات الأحداث غير المتوقعة  #أخضر,2,month,https://www.youtube.com/watch?v=IZDg4Ps8Vp8,12,voice 1
Akhdar,5 مراحل لتخطي الحزن 😢 ، كتاب : عن الاسى و التأسى#أخضر,2,month,https://www.youtube.com/watch?v=_8VCGQpqkMU,11,voice 1
Akhdar,اصنع حياة تليق بك⛏️  ، كتاب: بورتفوليو الحياة #أخضر,2,month,https://www.youtube.com/watch?v=VJmpKsLtYxc,14,voice 1
Akhdar,ازاي تعرف النرجسي 🫅 ، كتاب : كيف تترك شخصا نرجسيا للابد #أخضر,3,month,https://www.youtube.com/watch?v=a8qx9yaDkJY,13,voice 1
Akhdar,هل نتيجتك في الثانوية بتحدد مصيرك؟ ، كتاب Awaken Your Genius  #أخضر,3,month,https://www.youtube.com/watch?v=xAvSbe0exs0,15,voice 1
Akhdar,ازاي أعرف إن أنا مريض نفسي 😓 ، كتاب: استيجما: حلقات نفسية يُقدِّمها المريض النفسي#أخضر,3,month,https://www.youtube.com/watch?v=sqRQqz47hvc,12,voice 1
Akhdar,القاتل الصامت😧، حلقة الاحتراق النفسي #أخضر,3,month,https://www.youtube.com/watch?v=ZPvayFD_bbw,15,voice 1
Akhdar,سر تغيير العادات 💥 ، كتاب: العادات العصبيه #أخضر,3,month,https://www.youtube.com/watch?v=Go4GiIqQ9uw,13,voice 1
Akhdar,الدنيا صعبة؟ اصنع فرصتك 🫵 - ملخص كتاب (إطلاق طاقات الحياة) #أخضر,4,month,https://www.youtube.com/watch?v=S2c0rrgYz0E,11,voice 1
Akhdar,بلاش تعيش دور الضحية مع فطين الفطين #أخضر,4,month,https://www.youtube.com/watch?v=nnvMo84Vb20,3,voice 1
Akhdar,يا تعيس يا بائس 😏 ، كتاب: فن التعاسة #أخضر,4,month,https://www.youtube.com/watch?v=OxtFuUBvI3M,10,voice 1
Akhdar,حل معضلة عبد الباسط حمودة 🎤، كتاب: كيف تكتشف ذاتك #أخضر,4,month,https://www.youtube.com/watch?v=dgxEGCVSMtg,14,voice 1
Akhdar,علم النفس 🆚 الظروف  ، كتاب: علم نفس الظروف #أخضر مترجم بلغة الإشارة,4,month,https://www.youtube.com/watch?v=nxTidwlY-KE,15,voice 1
Akhdar,كفاياك مشاكل نفسية! 😵 ،  كتاب: قوانين التحرر من الصراع النفسي #أخضر مترجم بلغة الاشارة 🤟,5,month,https://www.youtube.com/watch?v=F_5rapUwWx0,14,voice 1
Akhdar,أول ليلة بعد العزاء 😔 ، كتاب : لا بأس الا تكون بخير #أخضر مترجم بلغة الإشارة 🤟,5,month,https://www.youtube.com/watch?v=Pewf9CDSOMw,13,voice 1
Akhdar,ايه اللي خلى المهزأ يبقى مهزأ؟🤔،كتاب: المدخل لفهم سيكولوجية الإنسان المهزأ#أخضر(مترجم بلغة الإشارة🤟),5,month,https://www.youtube.com/watch?v=6K3-ukedolU,15,voice 1
Akhdar,أنا ملقتش الطبطبة 😔، كتاب: لماذا لم يخبرني أحد بهذا من قبل؟ #أخضر,5,month,https://www.youtube.com/watch?v=bDu6WfGHOCA,12,voice 1
Akhdar,7 خطوات لكسب أي نقاش 🤬 #أخضر,6,month,https://www.youtube.com/watch?v=GK2gujcGYtg,12,voice 1
Akhdar,ما وراء تصرفات البشر 🧠 ، كتاب: المناورات الخفية #أخضر,6,month,https://www.youtube.com/watch?v=l3l0XEJWBSU,13,voice 1
Akhdar,علاقات سوشيال مع فطين الفطين #أخضر #فطين,6,month,https://www.youtube.com/watch?v=z0mCoVdgnFc,3,voice 1
Akhdar,ازاي تهتمي بنفسك؟ 🥹  - كتاب العناية الحقيقيّة بالذات #أخضر,6,month,https://www.youtube.com/watch?v=XTyT7Iw70a4,12,voice 1
Akhdar,ازاي تصلح قلب اتكسر💔 ، كتاب : كيف تصلح قلبا مكسورا #أخضر,6,month,https://www.youtube.com/watch?v=oJaG0BUY28M,12,voice 1
Akhdar,اوعى صحتك النفسية تتسرق منك 🧑‍⚕️ ، كتاب : لصوص الصحة النفسية #أخضر,6,month,https://www.youtube.com/watch?v=iQmzmiXKvec,13,voice 1
Akhdar,السجاير و التدخين بعد رمضان و فطين الفطين #أخضر,7,month,https://www.youtube.com/watch?v=LWX0Ha9_MiQ,3,voice 1
Akhdar,عندما يتدخل الإنسان .. يفسد كل شيء 😵 ، كتاب: البشر: موجز تاريخ الفشل وكيف أفسدنا كل شيء #أخضر,7,month,https://www.youtube.com/watch?v=MGZQE9JB0HQ,15,voice 1
Akhdar,هو فيه أم سيئة؟ 🤔، كتاب :الجوع الى الامومه #أخضر,7,month,https://www.youtube.com/watch?v=4-CpHxJwpPs,12,voice 1
Akhdar,الشغل و تنظيم الوقت في رمضان و فطين الفطين #أخضر,7,month,https://www.youtube.com/watch?v=0Y7Xl5yp4p4,3,voice 1
Akhdar,أنت مكتئب ليه؟ 😫، كتاب: أسباب وجيهة للمشاعر السيئة #أخضر,7,month,https://www.youtube.com/watch?v=LidS0YvnLVg,15,voice 1
Akhdar,العصبية في رمضان و فطين الفطين #أخضر,7,month,https://www.youtube.com/watch?v=vLeV9N4eihk,4,voice 1
Akhdar,نام واستريح هتنجز أكتر😴💤  - كتاب استرح #أخضر,7,month,https://www.youtube.com/watch?v=NVyk4jdYb8I,13,voice 1
Akhdar,فطين الفطين و الجوع و العطش #أخضر #فطين_الفطين,7,month,https://www.youtube.com/watch?v=Oh-yBE8HMiA,3,voice 1
Akhdar,القراءة مضرة بالصحة و تسبب الوفاه ☠️ ، كتاب: 27 خرافة شعبية عن القراءة #أخضر,8,month,https://www.youtube.com/watch?v=pXwxynb0gAA,13,voice 1
Akhdar,حكاية الكي بوب والغزو الكوري🥁 ، أخضر كاست #أخضر,8,month,https://www.youtube.com/watch?v=VTfgiBzin0k,12,voice 1
Akhdar,الحرب علي الجبهة الرقمية ⚔️ ، كتاب : شبه حرب #أخضر,8,month,https://www.youtube.com/watch?v=wjDzOjoI3MA,11,voice 1
Akhdar,دليل النجاه من المشاكل العائليه 📗 ، دليل النجاة الفردية #أخضر,8,month,https://www.youtube.com/watch?v=ZG_l3oxEq48,14,voice 1
Akhdar,انت لست سيد قرارك! 🔴🟢 ، فن الانتقاء #أخضر,9,month,https://www.youtube.com/watch?v=TUO9DiSiH90,13,voice 1
Akhdar,أكذوبة الجمال المثالي 🪞، كتاب: Beauty Sick #أخضر,9,month,https://www.youtube.com/watch?v=ZkD6X7oFahU,12,voice 1
Akhdar,بدها طول نفس! ازاي تخلي معنوياتك عاليا ✊ ، كتاب إجهاد التعاطف #أخضر,9,month,https://www.youtube.com/watch?v=ppxixaB0qfA,13,voice 1
Akhdar,اجعلني سيكوباتيًا 🤪، كتاب : حكمة السيكوباتيين #أخضر,9,month,https://www.youtube.com/watch?v=K4lUIcFuvwI,14,voice 1
Akhdar,5 أسئلة لكشف الكذاب 🔎 ، كتاب: كيف تكشف الكذاب #أخضر,9,month,https://www.youtube.com/watch?v=QQDfnPZLkQY,11,voice 1
Akhdar,ليه بقينا أكثر قسوة ، كتاب: مستقبل المشاعر #أخضر,10,month,https://www.youtube.com/watch?v=W6PiwOquKnE,13,voice 1
Akhdar,اوعى تقع في المغالطات المنطقية 🕸️، كتاب: المغالطون #أخضر,10,month,https://www.youtube.com/watch?v=sVNESZHYHD0,11,voice 1
